0,0
0.003,0
0.006,0
0.009,0
0.012,0
0.015,0
0.018,0
0.021,0
0.024,0
0.027,0
0.03,0
0.033,0
0.036,0
0.039,0
0.042,0
0.045,0
0.048,0
0.051,0
0.054,0
0.057,0
0.06,0
0.063,0
0.066,0
0.069,0
0.072,0
0.075,0
0.078,0
0.081,0
0.084,0
0.087,0
0.09,0
0.093,0
0.096,0
0.099,0
0.102,0
0.105,0
0.108,0
0.111,0
0.114,0
0.117,0
0.12,0
0.123,0
0.126,0
0.129,0
0.132,0
0.135,0
0.138,0
0.141,0
0.144,0
0.147,0
0.15,0
0.153,0
0.156,0
0.159,0
0.162,0
0.165,0
0.168,0
0.171,0
0.174,0
0.177,0
0.18,0
0.183,0
0.186,0
0.189,0
0.192,0
0.195,0
0.198,0
0.201,0
0.204,0
0.207,0
0.21,0
0.213,0
0.216,0
0.219,0
0.222,0
0.225,0
0.228,0
0.231,0
0.234,0
0.237,0
0.24,0
0.243,0
0.246,0
0.249,0
0.252,0
0.255,0
0.258,0
0.261,0
0.264,0
0.267,0
0.27,0
0.273,0
0.276,0
0.279,0
0.282,0
0.285,0
0.288,0
0.291,0
0.294,0
0.297,0
0.3,0
0.303,0
0.306,0
0.309,0
0.312,0
0.315,0
0.318,0
0.321,0
0.324,0
0.327,0
0.33,0
0.333,0
0.336,0
0.339,0
0.342,0
0.345,0
0.348,0
0.351,0
0.354,0
0.357,0
0.36,0
0.363,0
0.366,0
0.369,0
0.372,0
0.375,0
0.378,0
0.381,0
0.384,0
0.387,0
0.39,0
0.393,0
0.396,0
0.399,0
0.402,0
0.405,0
0.408,0
0.411,0
0.414,0
0.417,0
0.42,0
0.423,0
0.426,0
0.429,0
0.432,0
0.435,0
0.438,0
0.441,0
0.444,0
0.447,0
0.45,0
0.453,0
0.456,0
0.459,0
0.462,0
0.465,0
0.468,0
0.471,0
0.474,0
0.477,0
0.48,0
0.483,0
0.486,0
0.489,0
0.492,0
0.495,0
0.498,0
0.501,0
0.504,0
0.507,0
0.51,0
0.513,0
0.516,0
0.519,0
0.522,0
0.525,0
0.528,0
0.531,0
0.534,0
0.537,0
0.54,0
0.543,0
0.546,0
0.549,0
0.552,0
0.555,0
0.558,0
0.561,0
0.564,0
0.567,0
0.57,0
0.573,0
0.576,0
0.579,0
0.582,0
0.585,0
0.588,0
0.591,0
0.594,0
0.597,0
0.6,0
0.603,0
0.606,0
0.609,0
0.612,0
0.615,0
0.618,0
0.621,0
0.624,0
0.627,0
0.63,0
0.633,0
0.636,0
0.639,0
0.642,0
0.645,0
0.648,0
0.651,0
0.654,0
0.657,0
0.66,0
0.663,0
0.666,0
0.669,0
0.672,0
0.675,0
0.678,0
0.681,0
0.684,0
0.687,0
0.69,0
0.693,0
0.696,0
0.699,0
0.702,0
0.705,0
0.708,0
0.711,0
0.714,0
0.717,0
0.72,0
0.723,0
0.726,0
0.729,0
0.732,0
0.735,0
0.738,0
0.741,0
0.744,0
0.747,0
0.75,0
0.753,0
0.756,0
0.759,0
0.762,0
0.765,0
0.768,0
0.771,0
0.774,0
0.777,0
0.78,0
0.783,0
0.786,0
0.789,0
0.792,0
0.795,0
0.798,0
0.801,0
0.804,0
0.807,0
0.81,0
0.813,0
0.816,0
0.819,0
0.822,0
0.825,0
0.828,0
0.831,0
0.834,0
0.837,0
0.84,0
0.843,0
0.846,0
0.849,0
0.852,0
0.855,0
0.858,0
0.861,0
0.864,0
0.867,0
0.87,0
0.873,0
0.876,0
0.879,0
0.882,0
0.885,0
0.888,0
0.891,0
0.894,0
0.897,0
0.9,0
0.903,0
0.906,0
0.909,0
0.912,0
0.915,0
0.918,0
0.921,0
0.924,0
0.927,0
0.93,0
0.933,0
0.936,0
0.939,0
0.942,0
0.945,0
0.948,0
0.951,0
0.954,0
0.957,0
0.96,0
0.963,0
0.966,0
0.969,0
0.972,0
0.975,0
0.978,0
0.981,0
0.984,0
0.987,0
0.99,0
0.993,0
0.996,0
0.999,0
1.002,0
1.005,0
1.008,0
1.011,0
1.014,0
1.017,0
1.02,0
1.023,0
1.026,0
1.029,0
1.032,0
1.035,0
1.038,0
1.041,0
1.044,0
1.047,0
1.05,0
1.053,0
1.056,0
1.059,0
1.062,0
1.065,0
1.068,0
1.071,0
1.074,0
1.077,0
1.08,0
1.083,0
1.086,0
1.089,0
1.092,0
1.095,0
1.098,0
1.101,0
1.104,0
1.107,0
1.11,0
1.113,0
1.116,0
1.119,0
1.122,0
1.125,0
1.128,0
1.131,0
1.134,0
1.137,0
1.14,0
1.143,0
1.146,0
1.149,0
1.152,0
1.155,0
1.158,0
1.161,0
1.164,0
1.167,0
1.17,0
1.173,0
1.176,0
1.179,0
1.182,0
1.185,0
1.188,0
1.191,0
1.194,0
1.197,0
1.2,0
1.203,0
1.206,0
1.209,0
1.212,0
1.215,0
1.218,0
1.221,0
1.224,0
1.227,0
1.23,0
1.233,0
1.236,0
1.239,0
1.242,0
1.245,0
1.248,0
1.251,0
1.254,0
1.257,0
1.26,0
1.263,0
1.266,0
1.269,0
1.272,0
1.275,0
1.278,0
1.281,0
1.284,0
1.287,0
1.29,0
1.293,0
1.296,0
1.299,0
1.302,0
1.305,0
1.308,0
1.311,0
1.314,0
1.317,0
1.32,0
1.323,0
1.326,0
1.329,0
1.332,0
1.335,0
1.338,0
1.341,0
1.344,0
1.347,0
1.35,0
1.353,0
1.356,0
1.359,0
1.362,0
1.365,0
1.368,0
1.371,0
1.374,0
1.377,0
1.38,0
1.383,0
1.386,0
1.389,0
1.392,0
1.395,0
1.398,0
1.401,0
1.404,0
1.407,0
1.41,0
1.413,0
1.416,0
1.419,0
1.422,0
1.425,0
1.428,0
1.431,0
1.434,0
1.437,0
1.44,0
1.443,0
1.446,0
1.449,0
1.452,0
1.455,0
1.458,0
1.461,0
1.464,0
1.467,0
1.47,0
1.473,0
1.476,0
1.479,0
1.482,0
1.485,0
1.488,0
1.491,0
1.494,0
1.497,0
1.5,0
1.503,0
1.506,0
1.509,0
1.512,0
1.515,0
1.518,0
1.521,0
1.524,0
1.527,0
1.53,0
1.533,0
1.536,0
1.539,0
1.542,0
1.545,0
1.548,0
1.551,0
1.554,0
1.557,0
1.56,0
1.563,0
1.566,0
1.569,0
1.572,0
1.575,0
1.578,0
1.581,0
1.584,0
1.587,0
1.59,0
1.593,0
1.596,0
1.599,0
1.602,0
1.605,0
1.608,0
1.611,0
1.614,0
1.617,0
1.62,0
1.623,0
1.626,0
1.629,0
1.632,0
1.635,0
1.638,0
1.641,0
1.644,0
1.647,0
1.65,0
1.653,0
1.656,0
1.659,0
1.662,0
1.665,0
1.668,0
1.671,0
1.674,0
1.677,0
1.68,0
1.683,0
1.686,0
1.689,0
1.692,0
1.695,0
1.698,0
1.701,0
1.704,0
1.707,0
1.71,0
1.713,0
1.716,0
1.719,0
1.722,0
1.725,0
1.728,0
1.731,0
1.734,0
1.737,0
1.74,0
1.743,0
1.746,0
1.749,0
1.752,0
1.755,0
1.758,0
1.761,0
1.764,0
1.767,0
1.77,0
1.773,0
1.776,0
1.779,0
1.782,0
1.785,0
1.788,0
1.791,0
1.794,0
1.797,0
1.8,0
1.803,0
1.806,0
1.809,0
1.812,0
1.815,0
1.818,0
1.821,0
1.824,0
1.827,0
1.83,0
1.833,0
1.836,0
1.839,0
1.842,0
1.845,0
1.848,0
1.851,0
1.854,0
1.857,0
1.86,0
1.863,0
1.866,2
1.869,0
1.872,0
1.875,2
1.878,0
1.881,0
1.884,2
1.887,0
1.89,0
1.893,0
1.896,0
1.899,0
1.902,2
1.905,4
1.908,0
1.911,4
1.914,8
1.917,0
1.92,6
1.923,12
1.926,4
1.929,14
1.932,28
1.935,40
1.938,46
1.941,88
1.944,114
1.947,164
1.95,178
1.953,236
1.956,332
1.959,420
1.962,560
1.965,582
1.968,786
1.971,902
1.974,1078
1.977,1272
1.98,1490
1.983,1760
1.986,2142
1.989,2354
1.992,2850
1.995,3254
1.998,3512
2.001,4096
2.004,4530
2.007,5066
2.01,5506
2.013,5966
2.016,6780
2.019,7314
2.022,7826
2.025,8728
2.028,9276
2.031,9854
2.034,10204
2.037,11354
2.04,11808
2.043,12732
2.046,12990
2.049,13254
2.052,14152
2.055,14826
2.058,15558
2.061,15896
2.064,16512
2.067,16760
2.07,17150
2.073,17702
2.076,18078
2.079,18632
2.082,18486
2.085,18994
2.088,18846
2.091,19040
2.094,19148
2.097,19274
2.1,19020
2.103,19288
2.106,18952
2.109,19148
2.112,18698
2.115,18888
2.118,18442
2.121,18178
2.124,17766
2.127,17646
2.13,16930
2.133,16892
2.136,16518
2.139,16146
2.142,15768
2.145,15468
2.148,14818
2.151,14740
2.154,14332
2.157,13824
2.16,13458
2.163,13080
2.166,13028
2.169,12744
2.172,12024
2.175,12278
2.178,11448
2.181,10850
2.184,10638
2.187,10408
2.19,10272
2.193,9756
2.196,9486
2.199,9246
2.202,9044
2.205,8760
2.208,8442
2.211,8404
2.214,7772
2.217,7668
2.22,7734
2.223,7368
2.226,7140
2.229,6762
2.232,6748
2.235,6512
2.238,6300
2.241,6300
2.244,5882
2.247,5818
2.25,5608
2.253,5542
2.256,5462
2.259,5210
2.262,5140
2.265,4788
2.268,4866
2.271,4620
2.274,4654
2.277,4440
2.28,4344
2.283,4248
2.286,4080
2.289,3900
2.292,3866
2.295,3846
2.298,3840
2.301,3658
2.304,3468
2.307,3626
2.31,3430
2.313,3476
2.316,3376
2.319,3296
2.322,3188
2.325,3010
2.328,3190
2.331,2952
2.334,2898
2.337,2860
2.34,2818
2.343,2716
2.346,2854
2.349,2756
2.352,2644
2.355,2652
2.358,2442
2.361,2556
2.364,2478
2.367,2352
2.37,2508
2.373,2424
2.376,2392
2.379,2316
2.382,2240
2.385,2152
2.388,2278
2.391,2178
2.394,2146
2.397,2048
2.4,2144
2.403,2010
2.406,2092
2.409,2018
2.412,1982
2.415,1884
2.418,1984
2.421,1948
2.424,1886
2.427,1860
2.43,1870
2.433,1866
2.436,1892
2.439,1720
2.442,1796
2.445,1826
2.448,1682
2.451,1718
2.454,1728
2.457,1718
2.46,1694
2.463,1646
2.466,1666
2.469,1730
2.472,1712
2.475,1632
